web-scraper-order,web-scraper-start-url,title,house,totalPrice,unitPrice,area,houseInfo
"1624764901-9191","https://hz.lianjia.com/ershoufang/yuhang/pg40","桃源小镇 电梯花园洋房 楼层好 绿城造！","绿城桃源小镇","450万","单价34573元/平米","闲林","4室2厅 | 130.16平米 | 南 | 简装 | 6层  | 板塔结合"
"1624764781-8086","https://hz.lianjia.com/ershoufang/yuhang/pg77","房东诚心出售，看房子预约，带装修，","众安学君里","305万","单价33976元/平米","未来科技城","3室2厅 | 89.77平米 | 南 | 精装 | 中楼层(共24层)  | 板楼"
"1624764860-8788","https://hz.lianjia.com/ershoufang/yuhang/pg53","两房户型 诚心出售 拎包入住 看房有钥匙","雅居乐国际花园","265万","单价32184元/平米","闲林","2室2厅 | 82.34平米 | 南 北 | 简装 | 高楼层(共34层)  | 板楼"
"1624765006-10106","https://hz.lianjia.com/ershoufang/yuhang/pg9","楼幢位置好，视野开阔，南三房两卫，楼层好","万科未来城三期梦溪里","330万","单价36897元/平米","良渚","3室2厅 | 89.44平米 | 南 西南 | 精装 | 21层  | 板楼"
"1624764963-9723","https://hz.lianjia.com/ershoufang/yuhang/pg22","闲林高品质小区，房东诚心出售，全明户型","绿城桃源小镇","302万","单价34709元/平米","闲林","3室1厅 | 87.01平米 | 南 | 毛坯 | 34层  | 板塔结合"
"1624764987-9945","https://hz.lianjia.com/ershoufang/yuhang/pg15","位置好，视野开阔，精装交付，带大露台，房东诚心出售","融信沐澜","538万","单价42243元/平米","良渚","3室2厅 | 127.36平米 | 南 | 精装 | 6层  | 板塔结合 | 联排别墅"
"1624764800-8260","https://hz.lianjia.com/ershoufang/yuhang/pg71","万科品质 中间楼层边套，采光好视野开阔，自住精装修","万科良渚文化村未来城","368万","单价41400元/平米","良渚","3室2厅 | 88.89平米 | 南 | 精装 | 32层  | 板塔结合"
"1624764804-8295","https://hz.lianjia.com/ershoufang/yuhang/pg70","此房满五 两房朝南户型看房方便，业主置换，诚心出售","景雅苑","240万","单价30699元/平米","闲林","2室1厅 | 78.18平米 | 南 | 精装 | 6层  | 板楼"
"1624764800-8271","https://hz.lianjia.com/ershoufang/yuhang/pg71","小区边套户型，采光无遮挡，两明卫。","万科北宸之光三期拱宸","380万","单价42535元/平米","万达广场","3室2厅 | 89.34平米 | 南 | 精装 | 22层  | 板楼"
"1624764797-8214","https://hz.lianjia.com/ershoufang/yuhang/pg72","业主诚售 价格可谈 楼层好 看房方便","滨江西溪之星","535万","单价59465元/平米","西溪","3室2厅 | 89.97平米 | 南 | 简装 | 高楼层(共7层)  | 板楼"
"1624764731-7644","https://hz.lianjia.com/ershoufang/yuhang/pg91","此房楼层好 南北通 交通方便 小区环镜好","亲亲家园一期","325万","单价36277元/平米","三墩","3室1厅 | 89.59平米 | 南 北 | 精装 | 6层  | 板楼"
"1624764708-7475","https://hz.lianjia.com/ershoufang/yuhang/pg97","无需购房资格 价格实惠 采光好 通风","正易国际","108万","单价12721元/平米","勾庄","3室1厅 | 84.9平米 | 南 | 简装 | 高楼层(共7层)  | 板楼"
"1624764895-9135","https://hz.lianjia.com/ershoufang/yuhang/pg42","人车分流，环境好 视野采光都好，户型方正，通风性好","新明半岛","450万","单价34565元/平米","闲林","3室2厅 | 130.19平米 | 南 | 精装 | 10层  | 板塔结合"
"1624765003-10092","https://hz.lianjia.com/ershoufang/yuhang/pg10","金成管理 纯边套 房东诚心   精装修，金城物业","新南湖绿苑","258万","单价25103元/平米","闲林","2室1厅 | 102.78平米 | 东 南 | 精装 | 13层  | 平房"
"1624765022-10270","https://hz.lianjia.com/ershoufang/yuhang/pg4","满五不唯一，中间楼层，采光通风好，户型方正","爵士风情花园","324万","单价27023元/平米","闲林","3室2厅 | 119.9平米 | 南 | 精装 | 中楼层(共6层)  | 板楼"
"1624764753-7825","https://hz.lianjia.com/ershoufang/yuhang/pg85","刚需一卫 总价低 房东性格好诚心出售","万科未来城三期梦溪里","308万","单价36580元/平米","良渚","3室2厅 | 84.2平米 | 南 | 精装 | 21层  | 板塔结合"
"1624764807-8323","https://hz.lianjia.com/ershoufang/yuhang/pg69","未来科技城 精装修 诚心出售 菜鸟网络旁","复地上城","390万","单价43630元/平米","未来科技城","3室2厅 | 89.39平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼"
"1624764940-9509","https://hz.lianjia.com/ershoufang/yuhang/pg29","满五唯一  精装修楼层好 视野好 环境优美业主诚心出售","东海·闲湖城","330万","单价36934元/平米","闲林","3室2厅 | 89.35平米 | 南 | 精装 | 高楼层(共29层)  | 板楼"
"1624764901-9195","https://hz.lianjia.com/ershoufang/yuhang/pg40","精装修，地铁800米，绿城物业管理，业主诚心出售","恒厚阳光城","370万","单价34149元/平米","闲林","3室2厅 | 108.35平米 | 南 | 精装 | 中楼层(共9层)  | 塔楼"
"1624764923-9378","https://hz.lianjia.com/ershoufang/yuhang/pg34","婚房装修，绿城品质，次新小区，山景房。","绿城桃源小镇品霞苑","335万","单价37896元/平米","闲林","3室2厅 | 88.4平米 | 南 北 | 精装 | 中楼层(共30层)  | 板楼"
"1624764814-8387","https://hz.lianjia.com/ershoufang/yuhang/pg67","文一西路 万达旁 房东诚心出售可谈 高楼层 视野开阔","大华海派风范","460万","单价51791元/平米","未来科技城","3室2厅 | 88.82平米 | 南 北 | 简装 | 17层  | 板楼"
"1624764876-8957","https://hz.lianjia.com/ershoufang/yuhang/pg48","小区中间幢！自住精装！结构全明，客厅朝南带阳台 ！","新时代城市家园","272万","单价31702元/平米","闲林","2室2厅 | 85.8平米 | 南 | 精装 | 高楼层(共25层)  | 板楼"
"1624764746-7772","https://hz.lianjia.com/ershoufang/yuhang/pg87","此房是余杭公馆小区在售的，得房率高三房两卫户型。","西房余杭公馆","380万","单价42373元/平米","未来科技城","3室2厅 | 89.68平米 | 南 | 精装 | 中楼层(共16层)  | 板楼"
"1624765006-10105","https://hz.lianjia.com/ershoufang/yuhang/pg9","房子不靠高架，楼层好，房东诚心出售。","众安学君里","295万","单价32848元/平米","未来科技城","3室1厅 | 89.81平米 | 南 | 毛坯 | 中楼层(共20层)  | 板楼"
"1624765028-10335","https://hz.lianjia.com/ershoufang/yuhang/pg2","此房满五年，免增值税，业主诚心出售还有一个车位","盛世嘉园","320万","单价36888元/平米","闲林","3室2厅 | 86.75平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合"
"1624764946-9583","https://hz.lianjia.com/ershoufang/yuhang/pg27","房东诚心出售，自住精装修，中上楼层，户型方正。","恒厚阳光城","300万","单价33864元/平米","闲林","3室1厅 | 88.59平米 | 南 北 | 精装 | 高楼层(共9层)  | 塔楼"
"1624764837-8580","https://hz.lianjia.com/ershoufang/yuhang/pg60","湖山帝景湾南苑 3室2厅 南","湖山帝景湾南苑","370万","单价41766元/平米","未来科技城","3室2厅 | 88.59平米 | 南 | 简装 | 23层  | 塔楼"
"1624764712-7510","https://hz.lianjia.com/ershoufang/yuhang/pg96","雅居乐不满两年不靠高架 ，金装修","雅居乐国际花园","421万","单价33124元/平米","闲林","4室2厅 | 127.1平米 | 南 | 精装 | 32层  | 塔楼"
"1624765000-10064","https://hz.lianjia.com/ershoufang/yuhang/pg11","绿城开发品质洋房 精装修大三房 不沿路小区中间位置","绿城西溪融庄","660万","单价50336元/平米","西溪","3室2厅 | 131.12平米 | 南 | 简装 | 7层  | 板楼"
"1624764712-7509","https://hz.lianjia.com/ershoufang/yuhang/pg96","品霞苑 诚心出售 东边套舒适大户型 看房方便","绿城桃源小镇品霞苑","395万","单价31761元/平米","闲林","4室2厅 | 124.37平米 | 东 | 毛坯 | 中楼层(共32层)  | 板塔结合"
"1624764993-9991","https://hz.lianjia.com/ershoufang/yuhang/pg13","地铁口 通燃气公寓 精装修三室 未来科技城 阿里附 近","理想西溪金座","155万","单价25327元/平米","未来科技城","3室2厅 | 61.2平米 | 南 | 精装 | 9层  | 塔楼"
"1624764886-9048","https://hz.lianjia.com/ershoufang/yuhang/pg45","全新精装修 大三房户型方正 楼层好采光好","新明半岛","505万","单价31660元/平米","闲林","3室1厅 | 159.51平米 | 南 北 | 精装 | 8层  | 板塔结合"
"1624764959-9700","https://hz.lianjia.com/ershoufang/yuhang/pg23","三房两卫  精装  户型好  西边套","融创金成西溪海","400万","单价44529元/平米","闲林","3室2厅 | 89.83平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764898-9147","https://hz.lianjia.com/ershoufang/yuhang/pg41","新西湖小镇西边套 三阳台 三房 近地铁  满二年","新西湖小镇","253万","单价26953元/平米","闲林","3室2厅 | 93.87平米 | 南 | 简装 | 24层  | 板楼"
"1624764837-8583","https://hz.lianjia.com/ershoufang/yuhang/pg60","此房三房朝南客厅带阳台，自住精装，关键房东诚心卖","青枫墅园三期","470万","单价52744元/平米","未来科技城","3室1厅 | 89.11平米 | 南 | 精装 | 低楼层(共18层)  | 板楼"
"1624765018-10243","https://hz.lianjia.com/ershoufang/yuhang/pg5","万科品质 未来城一期 中上楼层 不沿街 诚心出售","万科良渚文化村未来城","326万","单价38485元/平米","良渚","3室2厅 | 84.71平米 | 南 | 精装 | 33层  | 板塔结合"
"1624764863-8836","https://hz.lianjia.com/ershoufang/yuhang/pg52","满五唯一，精装修，户型优秀，配套齐全，房东诚心出售","闲林山水海棠苑","300万","单价24263元/平米","闲林","3室2厅 | 123.65平米 | 南 | 精装 | 5层  | 板楼"
"1624764946-9570","https://hz.lianjia.com/ershoufang/yuhang/pg27","竹海水韵，精装修三房，不靠高架","竹海水韵","335万","单价39150元/平米","闲林","3室2厅 | 85.57平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764739-7727","https://hz.lianjia.com/ershoufang/yuhang/pg89","三房朝南户型，客厅带阳台，房东诚心出售","青枫墅园三期","420万","单价46538元/平米","未来科技城","3室2厅 | 90.25平米 | 南 | 其他 | 中楼层(共30层)  | 板塔结合"
"1624764876-8938","https://hz.lianjia.com/ershoufang/yuhang/pg48","户型好，采光好，楼层适中，对付款无要求","岸上蓝山","355万","单价25864元/平米","闲林","3室1厅 | 137.26平米 | 南 | 精装 | 中楼层(共18层)  | 板楼"
"1624764966-9748","https://hz.lianjia.com/ershoufang/yuhang/pg21","纯西边套 毛坯房，中上楼层，双阳台 地T800米","众安学君里","345万","单价28873元/平米","未来科技城","3室1厅 | 119.49平米 | 南 北 | 毛坯 | 高楼层(共23层)  | 板楼"
"1624764719-7581","https://hz.lianjia.com/ershoufang/yuhang/pg94","满五年 精装修 拎包入住 配套齐全 交通很便利","复地上城","380万","单价42331元/平米","未来科技城","3室2厅 | 89.77平米 | 东南 | 精装 | 中楼层(共17层)  | 板楼"
"1624764886-9022","https://hz.lianjia.com/ershoufang/yuhang/pg45","顶跃、视野好，边套 三面采光 双阳台，绿城品质","绿城桃源小镇","518万","单价40078元/平米","闲林","4室2厅 | 129.25平米 | 南 | 毛坯 | 6层  | 板塔结合"
"1624764901-9198","https://hz.lianjia.com/ershoufang/yuhang/pg40","桃源小镇，新上毛坯叠排，房东诚心出售","绿城桃源小镇","699万","单价55001元/平米","闲林","4室2厅 | 127.09平米 | 南 | 毛坯 | 3层  | 板楼"
"1624764987-9943","https://hz.lianjia.com/ershoufang/yuhang/pg15","房东诚心出售，视野很好，小区环境幽雅","雅居乐国际花园","338万","单价26577元/平米","闲林","4室2厅 | 127.18平米 | 西南 | 毛坯 | 33层  | 板楼"
"1624764840-8606","https://hz.lianjia.com/ershoufang/yuhang/pg59","满五！30万精装三房！东边套，楼层高，配套好","青枫墅园三期","450万","单价50562元/平米","未来科技城","3室1厅 | 89平米 | 南 | 精装 | 高楼层(共18层)  | 板楼"
"1624764768-7966","https://hz.lianjia.com/ershoufang/yuhang/pg81","满五                           ！！","庭院深深","408万","单价29921元/平米","未来科技城","3室2厅 | 136.36平米 | 南 | 精装 | 26层  | 板楼"
"1624764750-7807","https://hz.lianjia.com/ershoufang/yuhang/pg86","小区环境好 楼层好 采光好 高档小区 人车分流安全保障","卓越蔚蓝领秀二期","270万","单价30091元/平米","星桥","3室1厅 | 89.73平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼"
"1624764911-9281","https://hz.lianjia.com/ershoufang/yuhang/pg37","精装修，楼层好，绿汀路地铁口，步行四小三中，万象城","青枫墅园三期","420万","单价47139元/平米","未来科技城","3室2厅 | 89.1平米 | 南 | 精装 | 高楼层(共18层)  | 板楼"
"1624765012-10175","https://hz.lianjia.com/ershoufang/yuhang/pg7","新湖菲林山 3室2厅 南","新湖菲林山","570万","单价63673元/平米","未来科技城","3室2厅 | 89.52平米 | 南 | 精装 | 中楼层(共7层)  | 板楼"
"1624765015-10196","https://hz.lianjia.com/ershoufang/yuhang/pg6","七贤绢中间楼层，采光视野很好，万科精装修，边套户型","良渚文化村七贤郡","280万","单价32214元/平米","良渚","3室2厅 | 86.92平米 | 南 | 精装 | 9层  | 板塔结合"
"1624764907-9250","https://hz.lianjia.com/ershoufang/yuhang/pg38","楼层好视野开阔 采光充足 配套设施齐全 精装修","保亿丽景山","400万","单价44965元/平米","未来科技城","3室2厅 | 88.96平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼"
"1624764837-8601","https://hz.lianjia.com/ershoufang/yuhang/pg60","二房中间套，楼层采光好。看房方便，诚心出售","竹海水韵","260万","单价31383元/平米","闲林","2室1厅 | 82.85平米 | 南 | 简装 | 6层  | 板楼"
"1624764870-8882","https://hz.lianjia.com/ershoufang/yuhang/pg50","新明半岛精装修两室，采光好，满五年，诚心卖","新明半岛","295万","单价33703元/平米","闲林","2室1厅 | 87.53平米 | 南 | 精装 | 11层  | 板塔结合"
"1624764997-10031","https://hz.lianjia.com/ershoufang/yuhang/pg12","满五唯一、西边套、自住精装、诚心卖。","湖山帝景湾南苑","389万","单价36706元/平米","未来科技城","3室2厅 | 105.98平米 | 南 | 精装 | 23层  | 塔楼"
"1624764851-8721","https://hz.lianjia.com/ershoufang/yuhang/pg56","户型方正，两居室，价格好商量，融创开发商","融创金成未来海","350万","单价49491元/平米","闲林","2室1厅 | 70.72平米 | 南 | 精装 | 18层  | 板楼"
"1624764975-9841","https://hz.lianjia.com/ershoufang/yuhang/pg18","中粮梦栖祥雲 央企开发 精装洋房 房东诚心出售","中粮梦栖祥云","480万","单价37858元/平米","良渚","4室2厅 | 126.79平米 | 南 北 | 精装 | 8层  | 板楼"
"1624764983-9897","https://hz.lianjia.com/ershoufang/yuhang/pg16","东兴小区地段好配套成熟总价低拎包入住满五带储藏室","东兴小区","135万","单价18234元/平米","瓶窑","2室2厅 | 74.04平米 | 南 | 精装 | 低楼层(共5层)  | 暂无数据"
"1624764972-9812","https://hz.lianjia.com/ershoufang/yuhang/pg19","沿水系景观排屋，大四房，带30方花园，带私家车库","三盛颐景御园","655万","单价39107元/平米","良渚","4室2厅 | 167.49平米 | 南 北 | 毛坯 | 3层  | 板塔结合 | 联排别墅"
"1624764810-8337","https://hz.lianjia.com/ershoufang/yuhang/pg68","物流精装修三室，房东自主装修保养的很好，近地铁口","万科名城博园","270万","单价30582元/平米","勾庄","3室2厅 | 88.29平米 | 南 | 精装 | 28层  | 板楼"
"1624764794-8207","https://hz.lianjia.com/ershoufang/yuhang/pg73","开发商精装，地铁5号线五常站。","飞鸟客","248万","单价35228元/平米","未来科技城","3室1厅 | 70.4平米 | 南 | 精装 | 高楼层(共7层)  | 板楼"
"1624764904-9227","https://hz.lianjia.com/ershoufang/yuhang/pg39","湖山帝景湾南苑 中间位置 看房方便 复式结构三房两卫","湖山帝景湾南苑","415万","单价47192元/平米","未来科技城","3室2厅 | 87.94平米 | 南 | 精装 | 23层  | 塔楼"
